Name,Text
DynamicPyramid2,"['DynamicPyramid', 'onlyowner', 'balance', 'collectedFees', 'feePercent', 'pyramidMultiplier', 'payoutOrder', 'creator', 'participants', '_fee', 'payoutToSend', 'feesToCollect', 'Participant', 'Participant has etherAddress', 'Participant has payout', 'DynamicPyramid', '', 'init', 'addPayout', 'collectAllFees', 'collectFeesInEther', 'collectPercentOfFees', 'changeOwner', 'changeMultiplier', 'changeFeePercentage', 'currentMultiplier', 'currentFeePercentage', 'currentPyramidBalanceApproximately', 'nextPayoutWhenPyramidBalanceTotalsApproximately', 'feesSeperateFromBalanceApproximately', 'totalParticipants', 'numberOfParticipantsWaitingForPayout', 'participantDetails', 'creator is equal to msg sender', 'If msg sender corresponds to creator', 'If msg value is less then 1 ether', 'collectedFees increments of msg value', 'If msg value is greater or equal to 50 ether', '_fee is divided by 2', 'If participants length corresponds to 10', 'pyramidMultiplier is equal to 200', 'If participants length corresponds to 25', 'pyramidMultiplier is equal to 150', 'balance increments of  divided by 100', 'collectedFees increments of  divided by 100', 'While balance is greater then participants payoutOrder payout', 'balance decreases of participants payoutOrder payout', 'payoutOrder increments of 1', 'If collectedFees corresponds to 0', 'collectedFees is equal to 0', '_amt is multiplied by 1 ether', 'If _amt is greater then collectedFees', 'If collectedFees corresponds to 0', 'collectedFees decreases of _amt', 'If collectedFees corresponds to 0 Invalid symbol ', 'collectedFees decreases of feesToCollect', 'creator is equal to _owner', 'If _mult is greater then 300 Invalid symbol ', 'pyramidMultiplier is equal to _mult', 'If _fee is greater then 10', 'feePercent is equal to _fee', 'multiplier is equal to pyramidMultiplier', 'info is equal to This multiplier applies to you as soon as transaction is received, may be lowered to hasten payouts or increased if payouts are fast enough. Due to no float or decimals, multiplier is x100 for a fractional multiplier e.g. 250 is actually a 2.5x multiplier. Capped at 3x max and 1.2x min.', 'fee is equal to feePercent', 'info is equal to Shown in % form. Fee is halved(50%) for amounts equal or greater than 50 ethers. (Fee may change, but is capped to a maximum of 10%)', 'pyramidBalance is equal to balance divided by 1 ether', 'info is equal to All balance values are measured in Ethers, note that due to no decimal placing, these values show up as integers only, within the contract itself you will get the exact decimal value you are supposed to', 'balancePayout is equal to participants payoutOrder payout divided by 1 ether', 'fees is equal to collectedFees divided by 1 ether', 'count is equal to participants length', 'count is equal to participants length minus payoutOrder', 'If orderInPyramid is less or equal to participants length', 'Address is equal to participants orderInPyramid etherAddress', 'Payout is equal to participants orderInPyramid payout divided by 1 ether']"
PlusOnePonzi1,"['plusOnePonzi', 'VALUE', 'payouts', 'payoutIndex', 'payoutTotal', 'entryIndex', 'Payout', 'Payout has addr', 'Payout has yield', 'plusOnePonzi', '', 'If msg value is less then VALUE', 'payouts length increments of 1', 'payouts entryIndex addr is equal to msg sender', 'payouts entryIndex yield is equal to 10 ether', 'While payouts payoutIndex yield is less then this balance', 'payoutTotal increments of payouts payoutIndex yield', 'payoutIndex increments of 1']"
EthFactory,"['EthFactory', 'manager', 'depositors', 'Total_Investors', 'Balance', 'Total_Deposited', 'Total_Paid_Out', 'Message', 'owner', 'Amount', 'payment', 'index', 'InvestorArray', 'InvestorArray has EtherAddress', 'InvestorArray has Amount', 'EthFactory', '', 'enter', 'DeleteContract', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is greater then 0', 'Total_Investors is equal to depositors length plus 1', 'depositors length increments of 1', 'depositors length minus 1 EtherAddress is equal to msg sender', 'depositors length minus 1 Amount is equal to Amount', 'Balance increments of Amount', 'Total_Deposited increments of Amount', 'While Balance is greater then  Invalid symbol ', 'If depositors index Amount is different from 0', 'payment is equal to depositors index Amount multiplied by 115 divided by 100', 'Balance decreases of depositors index Amount multiplied by 115 divided by 100', 'Total_Paid_Out increments of depositors index Amount multiplied by 115 divided by 100', 'depositors index Amount is equal to 0', 'Balance is equal to 0']"
NiceGuyPonzi2,"['NiceGuyPonzi', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'niceGuy', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'NiceGuyPonzi', '', 'enter', 'setOwner', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is less then 1 divided by 100 ether', 'If msg value is greater then 10 ether', 'amount is equal to 10 ether', 'amount is equal to msg value', 'If niceGuy is less then 10', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'niceGuy increments of 1', 'owner is equal to msg sender', 'niceGuy is equal to 0', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 125', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']"
ProtectTheCastle2,"['ProtectTheCastle', 'jester', 'lastReparation', 'piggyBank', 'collectedFee', 'citizensAddresses', 'citizensAmounts', 'totalCitizens', 'lastCitizenPaid', 'bribedCitizen', 'round', 'amountAlreadyPaidBack', 'amountInvested', 'SIX_HOURS', 'amount', 'ProtectTheCastle', 'repairTheCastle', '', 'surrender', 'newBribedCitizen', 'collectFee', 'newJester', 'bribedCitizen is equal to msg sender', 'jester is equal to msg sender', 'lastReparation is equal to block timestamp', 'amountAlreadyPaidBack is equal to 0', 'amountInvested is equal to 0', 'totalCitizens is equal to 0', 'If amount is less then 10 finney', 'If amount is greater then 100 ether', 'amount is equal to 100 ether', 'If lastReparation plus SIX_HOURS is less then block timestamp', 'If totalCitizens corresponds to 1', 'If totalCitizens corresponds to 2', 'If totalCitizens is greater or equal to 3', 'piggyBank is equal to 0', 'jester is equal to msg sender', 'lastReparation is equal to block timestamp', 'totalCitizens increments of 1', 'amountInvested increments of amount', 'piggyBank increments of amount', 'collectedFee increments of amount multiplied by 3 divided by 100', 'round increments of 1', 'lastReparation is equal to block timestamp', 'totalCitizens increments of 1', 'amountInvested increments of amount', 'piggyBank increments of ', 'collectedFee increments of amount multiplied by 3 divided by 100', 'While  is less then  Invalid symbol ', 'amountAlreadyPaidBack increments of ', 'lastCitizenPaid increments of 1', 'If msg sender corresponds to bribedCitizen', 'If msg sender corresponds to bribedCitizen', 'bribedCitizen is equal to newBribedCitizen', 'If msg sender corresponds to bribedCitizen', 'If msg sender corresponds to jester', 'jester is equal to newJester']"
NiceGuyTax1,"['NiceGuyTax', 'investors', 'niceGuys', 'payoutIndex', 'currentNiceGuyIndex', 'investorIndex', 'currentNiceGuy', 'index', 'niceGuyIndex', 'Investor', 'NiceGuy', 'Investor has addr', 'NiceGuy has addr', 'NiceGuyTax', '', 'currentNiceGuy is equal to msg sender', 'If msg value is different from 9 ether', 'If investorIndex is less then 8', 'investors length increments of 1', 'investors index addr is equal to msg sender', 'If investorIndex is greater then 7', 'niceGuys length increments of 1', 'niceGuys niceGuyIndex addr is equal to msg sender', 'If investorIndex is greater then 8', 'currentNiceGuy is equal to niceGuys currentNiceGuyIndex addr', 'currentNiceGuyIndex increments of 1', 'If investorIndex is less then 9', 'investorIndex increments of 1', 'investorIndex is equal to 0', 'While this balance is greater or equal to 10 ether', 'payoutIndex increments of 1']"
TheGame2,"['TheGame', 'first_player', 'regeneration', 'jackpot', 'collectedFee', 'playersAddresses', 'playersAmounts', 'totalplayers', 'lastPlayerPaid', 'mainPlayer', 'round', 'amountAlreadyPaidBack', 'amountInvested', 'SIX_HOURS', 'amount', 'TheGame', 'contribute_toTheGame', '', 'restart', 'new_mainPlayer', 'collectFee', 'newfirst_player', 'mainPlayer is equal to msg sender', 'first_player is equal to msg sender', 'regeneration is equal to block timestamp', 'amountAlreadyPaidBack is equal to 0', 'amountInvested is equal to 0', 'totalplayers is equal to 0', 'If amount is less then 1 divided by 2 ether', 'If amount is greater then 25 ether', 'amount is equal to 25 ether', 'If regeneration plus SIX_HOURS is less then block timestamp', 'If totalplayers corresponds to 1', 'If totalplayers corresponds to 2', 'If totalplayers is greater or equal to 3', 'jackpot is equal to 0', 'first_player is equal to msg sender', 'regeneration is equal to block timestamp', 'totalplayers increments of 1', 'amountInvested increments of amount', 'jackpot increments of amount', 'collectedFee increments of amount multiplied by 3 divided by 100', 'round increments of 1', 'regeneration is equal to block timestamp', 'totalplayers increments of 1', 'amountInvested increments of amount', 'jackpot increments of ', 'collectedFee increments of amount multiplied by 3 divided by 100', 'While  is less then  Invalid symbol ', 'amountAlreadyPaidBack increments of ', 'lastPlayerPaid increments of 1', 'If msg sender corresponds to mainPlayer', 'If msg sender corresponds to mainPlayer', 'mainPlayer is equal to new_mainPlayer', 'If msg sender corresponds to mainPlayer', 'If msg sender corresponds to first_player', 'first_player is equal to newfirst_player']"
ResetPonzi2,"['ResetPonzi', 'persons', 'niceGuys', 'payoutIdx', 'currentNiceGuyIdx', 'investor', 'currentNiceGuy', 'beta', 'ngidx', 'idx', 'Person', 'NiceGuy', 'Person has addr', 'NiceGuy has addr2', 'ResetPonzi', '', 'funnel', 'currentNiceGuy is equal to msg sender', 'beta is equal to msg sender', 'If msg value is different from 9 ether', 'If investor is greater then 8', 'niceGuys length increments of 1', 'niceGuys ngidx addr2 is equal to msg sender', 'If investor corresponds to 10', 'currentNiceGuy is equal to niceGuys currentNiceGuyIdx addr2', 'currentNiceGuyIdx increments of 1', 'If investor is less then 9', 'persons length increments of 1', 'persons idx addr is equal to msg sender', 'investor increments of 1', 'If investor corresponds to 11', 'investor is equal to 0', 'While this balance is greater or equal to 10 ether', 'payoutIdx increments of 1']"
DepositHolder1,"['DepositHolder', 'owner_only', 'auditor_only', 'Claim', 'GUARANTEE_PERIOD', 'owner', 'auditor', 'entries', 'oldestHash', 'newestHash', 'paidOut', 'totalPaidOut', 'depositCount', 'required', 'expires', 'i', 'recovered', 'ptr', 'count', 'i', 'entry', 'Entry', 'Entry has next', 'Entry has deposit', 'Entry has expires', 'DepositHolder', 'setOwner', 'setAuditor', 'deposit', 'extend', 'withdraw', 'recover', 'nextWithdrawal', 'check', 'disburse', 'destroy', 'owner is equal to msg sender', 'auditor is equal to owner', 'If msg sender is different from owner', 'If msg sender is different from auditor', 'owner is equal to newOwner', 'auditor is equal to newAuditor', 'If msg value is less then required', 'If msg value is greater then required', 'If not msg sender send', 'If oldestHash corresponds to 0', 'oldestHash is equal to ', 'newestHash is equal to ', 'entries newestHash next is equal to ', None, 'i is less then values length minus 1', 'If entries values i expires is different from 0', ' is equal to Entry', 'newestHash is equal to ', 'If entries newestHash expires is different from 0', ' is equal to Entry', 'depositCount increments of values length', 'If not msg sender send', None, 'i is less then max Invalid symbol  Invalid symbol ', 'recovered increments of entries ptr deposit', 'ptr is equal to entries ptr next', 'count increments of 1', 'oldestHash is equal to ptr', 'If oldestHash corresponds to 0', 'newestHash is equal to 0', 'If paidOut is greater then 0', 'If recovered is greater then paidOut', 'recovered decreases of paidOut', 'paidOut is equal to 0', 'paidOut decreases of recovered', 'recovered is equal to 0', 'depositCount decreases of count', 'If hash corresponds to 0', 'hash is equal to oldestHash', 'next is equal to hash', 'when is equal to entries hash expires', 'While next is different from 0 Invalid symbol ', 'count increments of 1', 'value increments of entries next deposit', 'next is equal to entries next next', 'expires is equal to entry expires', 'deposit is equal to entry deposit', 'paidOut increments of amount', 'totalPaidOut increments of amount', 'If not addr send', 'If depositCount is greater then 0']"
DynamicPyramid1,"['DynamicPyramid', 'onlyowner', 'balance', 'collectedFees', 'feePercent', 'pyramidMultiplier', 'payoutOrder', 'creator', 'participants', '_fee', 'payoutToSend', 'feesToCollect', 'Participant', 'Participant has etherAddress', 'Participant has payout', 'DynamicPyramid', '', 'init', 'addPayout', 'collectAllFees', 'collectFeesInEther', 'collectPercentOfFees', 'changeOwner', 'changeMultiplier', 'changeFeePercentage', 'currentMultiplier', 'currentFeePercentage', 'currentPyramidBalanceApproximately', 'nextPayoutWhenPyramidBalanceTotalsApproximately', 'feesSeperateFromBalanceApproximately', 'totalParticipants', 'numberOfParticipantsWaitingForPayout', 'participantDetails', 'creator is equal to msg sender', 'If msg sender corresponds to creator', 'If msg value is less then 1 ether', 'collectedFees increments of msg value', 'If msg value is greater or equal to 50 ether', '_fee is divided by 2', 'If participants length corresponds to 10', 'pyramidMultiplier is equal to 200', 'If participants length corresponds to 25', 'pyramidMultiplier is equal to 150', 'balance increments of  divided by 100', 'collectedFees increments of  divided by 100', 'While balance is greater then participants payoutOrder payout', 'balance decreases of participants payoutOrder payout', 'payoutOrder increments of 1', 'If collectedFees corresponds to 0', 'collectedFees is equal to 0', '_amt is multiplied by 1 ether', 'If _amt is greater then collectedFees', 'If collectedFees corresponds to 0', 'collectedFees decreases of _amt', 'If collectedFees corresponds to 0 Invalid symbol ', 'collectedFees decreases of feesToCollect', 'creator is equal to _owner', 'If _mult is greater then 300 Invalid symbol ', 'pyramidMultiplier is equal to _mult', 'If _fee is greater then 10', 'feePercent is equal to _fee', 'multiplier is equal to pyramidMultiplier', 'info is equal to This multiplier applies to you as soon as transaction is received, may be lowered to hasten payouts or increased if payouts are fast enough. Due to no float or decimals, multiplier is x100 for a fractional multiplier e.g. 250 is actually a 2.5x multiplier. Capped at 3x max and 1.2x min.', 'fee is equal to feePercent', 'info is equal to Shown in % form. Fee is halved(50%) for amounts equal or greater than 50 ethers. (Fee may change, but is capped to a maximum of 10%)', 'pyramidBalance is equal to balance divided by 1 ether', 'info is equal to All balance values are measured in Ethers, note that due to no decimal placing, these values show up as integers only, within the contract itself you will get the exact decimal value you are supposed to', 'balancePayout is equal to participants payoutOrder payout divided by 1 ether', 'fees is equal to collectedFees divided by 1 ether', 'count is equal to participants length', 'count is equal to participants length minus payoutOrder', 'If orderInPyramid is less or equal to participants length', 'Address is equal to participants orderInPyramid etherAddress', 'Payout is equal to participants orderInPyramid payout divided by 1 ether']"
Send1Get2,"['Send1Get2', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'Send1Get2', '', 'enter', 'setOwner', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is less then 1 ether', 'If msg value is greater then 1 ether', 'amount is equal to 1 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 200', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']"
Quadrupler,"['quadrupler', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'quadrupler', '', 'enter', 'setOwner', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is less then 1 ether', 'If msg value is greater then 999 ether', 'amount is equal to 999 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 400', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']"
FivePercent,"['FivePercent', 'participants', 'payoutIdx', 'balance', 'factor', 'amount', 'idx', 'transactionAmount', 'Participant', 'Participant has etherAddress', 'Participant has amount', '', 'init', 'Infos', 'participantDetails', 'If msg value is less then 10 finney', 'If msg value is greater then 10 ether', 'amount is equal to 10 ether', 'amount is equal to msg value', 'participants length increments of 1', 'participants idx etherAddress is equal to msg sender', 'participants idx amount is equal to amount', 'balance increments of amount', 'While balance is greater then factor multiplied by participants payoutIdx amount divided by 100', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'BalanceInFinney is equal to balance divided by 1 finney', 'PayOutIndex is equal to payoutIdx', 'Participants is equal to participants length', 'NextPayout is equal to factor multiplied by participants payoutIdx amount divided by 1 finney', 'NextPayout is equal to NextPayout divided by 100', 'info is equal to All amounts in Finney (1 Ether = 1000 Finney)', 'PaidOut is equal to N.A.', 'Address is equal to 0', 'PayinInFinney is equal to 0', 'PayoutInFinney is equal to 0', 'If nr is less then participants length', 'Address is equal to participants nr etherAddress', 'PayinInFinney is equal to participants nr amount divided by 1 finney', 'PayoutInFinney is equal to factor multiplied by PayinInFinney divided by 100', 'PaidOut is equal to no', 'If nr is less then payoutIdx', 'PaidOut is equal to yes']"
TheWhaleGame2,"['thewhalegame', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'thewhalegame', '', 'enter', 'setOwner', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is less then 5 ether', 'If msg value is greater then 500 ether', 'amount is equal to 500 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 100 multiplied by 3', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 100 multiplied by 3', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 125', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']"
Quick1,"['quick', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'quick', '', 'enter', 'setOwner', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is less then 1 ether', 'If msg value is greater then 20 ether', 'amount is equal to 20 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 150', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']"
ResetPonzi4,"['ResetPonzi', 'persons', 'niceGuys', 'payoutIdx', 'currentNiceGuyIdx', 'investor', 'currentNiceGuy', 'ngidx', 'idx', 'Person', 'NiceGuy', 'Person has addr', 'NiceGuy has addr2', 'ResetPonzi', '', 'enter', 'currentNiceGuy is equal to msg sender', 'If msg value is different from 9 divided by 10 ether', 'If investor is greater then 8', 'niceGuys length increments of 1', 'niceGuys ngidx addr2 is equal to msg sender', 'If investor corresponds to 10', 'currentNiceGuy is equal to niceGuys currentNiceGuyIdx addr2', 'currentNiceGuyIdx increments of 1', 'If investor is less then 9', 'persons length increments of 1', 'persons idx addr is equal to msg sender', 'investor increments of 1', 'If investor corresponds to 11', 'investor is equal to 0', 'If idx is different from 0', 'While this balance is greater then 10 divided by 10 ether', 'payoutIdx increments of 1']"
LittleEthereumDoubler,"['LittleEthereumDoubler', 'execute', 'users', 'index', 'feeAddress', 'a', 'User', 'User has addr', 'User has paidOut', 'User has payoutLeft', 'NewFeeAddress', 'LittleEthereumDoubler', '', 'Start', 'DepositLimit', 'Fees', 'NewDeposit', 'Payout', 'UserDatabase', 'If feeAddress corresponds to tx origin', 'If msg value is different from 0', 'feeAddress is equal to newFeeAddress', 'feeAddress is equal to tx origin', 'a is equal to DepositLimit', 'x is equal to a', 'If x is less then 100 finney', 'If x is greater then 50 ether', 'x is equal to 50 ether', 'Invalid symbol users length', 'users length minus 1 addr is equal to tx origin', 'users length minus 1 payoutLeft is equal to a multiplied by 2', 'While this balance is different from 0', 'If users index payoutLeft is greater then this balance', 'users index payoutLeft decreases of this balance', 'users index paidOut increments of this balance', 'users index paidOut increments of users index payoutLeft', 'Invalid symbol users index payoutLeft', 'Invalid symbol index', 'Address is equal to users id addr', 'PaidOut is equal to users id paidOut divided by 100 finney', 'PayoutLeft is equal to users id payoutLeft divided by 100 finney', 'Payout is equal to  divided by 100 finney', 'info is equal to values are shown in a denomination of 100 finneys ( 100 finney = 0.1 ether = minimum input)']"
StackyGame,"['StackyGame', 'onlyowner', 'participants', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'idx', 'transactionAmount', 'Participant', 'Participant has etherAddress', 'Participant has amount', 'Doubler', '', 'enter', 'collectFees', 'setOwner', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is greater then 1 ether', 'participants length increments of 1', 'participants idx etherAddress is equal to msg sender', 'participants idx amount is equal to msg value', 'If idx is different from 0', 'collectedFees increments of msg value multiplied by 1 divided by 20', 'balance increments of msg value', 'collectedFees increments of msg value', 'If balance is greater then participants payoutIdx amount multiplied by 2', 'balance decreases of participants payoutIdx amount multiplied by 2', 'payoutIdx increments of 1', 'If collectedFees corresponds to 0', 'collectedFees is equal to 0', 'owner is equal to _owner']"
HYIP,"['HYIP', 'adminOnly', 'Payout', 'PAYOUT_INTERVAL', 'BENEFICIARIES_INTEREST', 'INVESTORS_INTEREST', 'INTEREST_DENOMINATOR', 'm_admin', 'm_latestPaidTime', 'm_investors', 'm_beneficiaries', 'paidPeriods', 'investorsPayout', 'beneficiariesPayout', 'idx', 'eachBeneficiaryPayout', 'payout', 'Investor', 'Investor has etherAddress', 'Investor has deposit', 'Investor has investmentTime', 'HYIP', '', 'Invest', 'status', 'performPayouts', 'addInvestor', 'changeAdmin', 'addBeneficiary', 'resetBeneficiaryList', 'If msg sender corresponds to m_admin', 'm_admin is equal to msg sender', 'm_latestPaidTime is equal to now', 'bank is equal to this balance', 'investorsCount is equal to m_investors length', 'beneficiariesCount is equal to m_beneficiaries length', 'unpaidTime is equal to now minus m_latestPaidTime', 'unpaidIntervals is equal to unpaidTime divided by PAYOUT_INTERVAL', 'While m_latestPaidTime plus PAYOUT_INTERVAL is less then now', 'If m_beneficiaries length is greater then 0', 'beneficiariesPayout is equal to  divided by INTEREST_DENOMINATOR', 'idx is equal to 0', None, 'idx is less then m_beneficiaries length', 'If not m_beneficiaries idx send', 'idx is equal to m_investors length', None, ' is greater then 0', 'If m_investors idx investmentTime is greater then m_latestPaidTime plus PAYOUT_INTERVAL', 'If not m_investors idx etherAddress send', 'investorsPayout increments of payout', 'm_latestPaidTime increments of PAYOUT_INTERVAL', 'Invalid symbol paidPeriods', 'm_admin is equal to newAdmin', 'Invalid symbol m_beneficiaries']"
DividendProfit1,"['DividendProfit', 'execute', 'deployer', 'dividendAddr', 'DividendProfit', '', 'SetAddr', 'TestContract', 'If msg sender corresponds to deployer', 'deployer is equal to msg sender', 'dividendAddr is equal to deployer', 'If this balance is greater then 69 finney', 'dividendAddr is equal to _newAddr']"
RobinHoodPonzi2,"['RobinHoodPonzi', 'onlyowner', 'participants', 'payoutIdx', 'collectedFees', 'balance', 'fee', 'factor', 'owner', 'amount', 'idx', 'transactionAmount', 'Participant', 'Participant has etherAddress', 'Participant has payin', 'Participant has payout', 'RobinHoodPonzi', '', 'enter', 'Infos', 'participantDetails', 'If msg sender corresponds to owner', 'owner is equal to msg sender', 'If msg value is less then 1 finney', 'If msg value is greater then 1000 ether', 'amount is equal to 1000 ether', 'amount is equal to msg value', 'participants length increments of 1', 'participants idx etherAddress is equal to msg sender', 'participants idx payin is equal to amount', 'If amount is greater or equal to 1 finney', 'factor is equal to 300', 'If amount is greater or equal to 10 finney', 'factor is equal to 200', 'If amount is greater or equal to 100 finney', 'factor is equal to 180', 'If amount is greater or equal to 1 ether', 'factor is equal to 150', 'If amount is greater or equal to 10 ether', 'factor is equal to 125', 'If amount is greater or equal to 100 ether', 'factor is equal to 110', 'If amount is greater or equal to 500 ether', 'factor is equal to 105', 'participants idx payout is equal to amount multiplied by factor divided by 100', 'collectedFees increments of amount multiplied by fee divided by 100', 'balance increments of amount minus amount multiplied by fee divided by 100', 'While balance is greater then participants payoutIdx payout', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'If collectedFees is greater then 1 ether', 'collectedFees is equal to 0', 'Owner is equal to owner', 'BalanceInFinney is equal to balance divided by 1 finney', 'PayOutIndex is equal to payoutIdx', 'Participants is equal to participants length', 'NextPayout is equal to participants payoutIdx payout divided by 1 finney', 'info is equal to All amounts in Finney (1 Ether = 1000 Finney)', 'PaidOut is equal to N.A.', 'Address is equal to 0', 'PayinInFinney is equal to 0', 'PayoutInFinney is equal to 0', 'If nr is less then participants length', 'Address is equal to participants nr etherAddress', 'PayinInFinney is equal to participants nr payin divided by 1 finney', 'PayoutInFinney is equal to participants nr payout divided by 1 finney', 'PaidOut is equal to no', 'If nr is less then payoutIdx', 'PaidOut is equal to yes']"
DFS,"['DFS', 'numDeposits', 'deposits', 'owner1', 'owner2', 'amount', 'i', 'rest', 'depositDays', 'profit', 'amountToWithdraw', 'Deposit', 'Deposit has amount', 'Deposit has plan', 'Deposit has time', 'Deposit has payed', 'Deposit has sender', 'makeDeposit', 'pay', 'If msg value is less then 3 ether Invalid symbol ', 'If msg value is greater then 1000 ether', 'If not msg sender send', 'amount is equal to 1000 ether', 'amount is equal to msg value', ' is equal to Deposit', 'If not owner1 send', 'If not owner2 send', 'If ref1 is different from address', 'If not ref1 send', 'If ref2 is different from address', 'If not ref2 send', 'If ref3 is different from address', 'If not ref3 send', 'While i is less then numDeposits Invalid symbol ', 'If deposits i plan corresponds to 1', 'If depositDays is greater then 30', 'depositDays is equal to 30', 'profit is equal to deposits i amount multiplied by depositDays multiplied by 7 divided by 2 divided by 100', 'If deposits i plan corresponds to 2', 'If depositDays is greater then 90', 'depositDays is equal to 90', 'profit is equal to deposits i amount multiplied by depositDays multiplied by 27 divided by 20 divided by 100', 'If deposits i plan corresponds to 3', 'If depositDays is greater then 180', 'depositDays is equal to 180', 'profit is equal to deposits i amount multiplied by depositDays multiplied by 9 divided by 10 divided by 100', 'If profit is greater then deposits i payed', 'amountToWithdraw is equal to profit minus deposits i payed', 'If this balance is greater then amountToWithdraw', 'If not deposits i sender send', 'deposits i payed is equal to profit', 'Invalid symbol i', 'If i corresponds to numDeposits', 'i is equal to 0']"
AFreeEtherADay,"['A_Free_Ether_A_Day', 'the_stupid_guy', 'minimum_cash_proof_amount', 'received_amount', 'bonus', 'payout', 'success', 'A_Free_Ether_A_Day', 'show_me_the_money', 'Good_Bye_World', 'Update_Cash_Proof_amount', '', 'the_stupid_guy is equal to msg sender', 'minimum_cash_proof_amount is equal to 100 ether', 'If msg value is less then minimum_cash_proof_amount', 'If the_stupid_guy corresponds to msg sender', 'bonus is equal to 0', 'received_amount is equal to 0', 'payout is equal to received_amount plus bonus', 'If payout is greater then this balance', 'success is equal to msg sender send', 'If not success', 'If msg sender is different from the_stupid_guy', 'If msg sender is different from the_stupid_guy', 'minimum_cash_proof_amount is equal to new_cash_limit']"
