Name,Text,Target
TheGame1,"['TheGame', 'first_player', 'regeneration', 'jackpot', 'collectedFee', 'playersAddresses', 'playersAmounts', 'totalplayers', 'lastPlayerPaid', 'mainPlayer', 'round', 'amountAlreadyPaidBack', 'amountInvested', 'SIX_HOURS', 'amount', 'TheGame', 'contribute_toTheGame', '', 'restart', 'new_mainPlayer', 'collectFee', 'newfirst_player', 'mainPlayer is equal to msg sender', 'first_player is equal to msg sender', 'regeneration is equal to block timestamp', 'amountAlreadyPaidBack is equal to 0', 'amountInvested is equal to 0', 'totalplayers is equal to 0', 'If amount is less then 1 ether', 'If amount is greater then 100 ether', 'amount is equal to 100 ether', 'If regeneration plus SIX_HOURS is less then block timestamp', 'If totalplayers corresponds to 1', 'jackpot is equal to 0', 'first_player is equal to msg sender', 'regeneration is equal to block timestamp', 'totalplayers increments of 1', 'amountInvested increments of amount', 'jackpot increments of amount', 'collectedFee increments of amount multiplied by 3 divided by 100', 'round increments of 1', 'regeneration is equal to block timestamp', 'totalplayers increments of 1', 'amountInvested increments of amount', 'jackpot increments of ', 'collectedFee increments of amount multiplied by 3 divided by 100', 'While  is less then  Invalid symbol ', 'amountAlreadyPaidBack increments of ', 'lastPlayerPaid increments of 1', 'If msg sender corresponds to mainPlayer', 'If msg sender corresponds to mainPlayer', 'mainPlayer is equal to new_mainPlayer', 'If msg sender corresponds to mainPlayer', 'If msg sender corresponds to first_player', 'first_player is equal to newfirst_player']",1
ProtectTheCastle1,"['ProtectTheCastle', 'jester', 'lastReparation', 'piggyBank', 'collectedFee', 'citizensAddresses', 'citizensAmounts', 'totalCitizens', 'lastCitizenPaid', 'bribedCitizen', 'round', 'amountAlreadyPaidBack', 'amountInvested', 'SIX_HOURS', 'amount', 'ProtectTheCastle', 'repairTheCastle', '', 'surrender', 'newBribedCitizen', 'collectFee', 'newJester', 'bribedCitizen is equal to msg sender', 'jester is equal to msg sender', 'lastReparation is equal to block timestamp', 'amountAlreadyPaidBack is equal to 0', 'amountInvested is equal to 0', 'totalCitizens is equal to 0', 'If amount is less then 10 finney', 'If amount is greater then 100 ether', 'amount is equal to 100 ether', 'If lastReparation plus SIX_HOURS is less then block timestamp', 'If totalCitizens corresponds to 1', 'piggyBank is equal to 0', 'jester is equal to msg sender', 'lastReparation is equal to block timestamp', 'totalCitizens increments of 1', 'amountInvested increments of amount', 'piggyBank increments of amount', 'collectedFee increments of amount multiplied by 3 divided by 100', 'round increments of 1', 'lastReparation is equal to block timestamp', 'totalCitizens increments of 1', 'amountInvested increments of amount', 'piggyBank increments of ', 'collectedFee increments of amount multiplied by 3 divided by 100', 'While  is less then  Invalid symbol ', 'amountAlreadyPaidBack increments of ', 'lastCitizenPaid increments of 1', 'If msg sender corresponds to bribedCitizen', 'If msg sender corresponds to bribedCitizen', 'bribedCitizen is equal to newBribedCitizen', 'If msg sender corresponds to bribedCitizen', 'If msg sender corresponds to jester', 'jester is equal to newJester']",1
Matthew,"['Matthew', 'onlyOwner', 'MatthewWon', 'StakeIncreased', 'owner', 'whale', 'blockheight', 'stake', 'period', 'DELTA', 'WINNERTAX_PRECENT', 'mustBeDestroyed', 'newPeriod', 'isSuccess', 'nextStake', 'isOtherSuccess', 'Matthew', 'setFacts', '', 'destroyWhenRoundOver', 'setNewPeriod', 'getPeriod', 'getNewPeriod', 'getDestroyedWhenRoundOver', 'getBlocksTillMatthew', 'owner is equal to msg sender', 'stake is equal to this balance', 'period is equal to newPeriod', 'blockheight is equal to block number', 'whale is equal to msg sender', 'If block number minus period is greater or equal to blockheight', 'If isSuccess corresponds to False', 'isSuccess is equal to whale send', '', 'If msg value is less then stake plus DELTA', 'mustBeDestroyed is equal to True', 'newPeriod is equal to _newPeriod', 'If blockheight plus period is greater then block number']",1
ResetPonzi8,"['ResetPonzi', 'persons', 'niceGuys', 'payoutIdx', 'currentNiceGuyIdx', 'investor', 'currentNiceGuy', 'ngidx', 'idx', 'Person', 'NiceGuy', 'Person has addr', 'NiceGuy has addr2', 'ResetPonzi', '', 'enter', 'currentNiceGuy is equal to msg sender', 'If msg value is different from 9 ether', 'If investor is greater then 8', 'niceGuys length increments of 1', 'niceGuys ngidx addr2 is equal to msg sender', 'If investor corresponds to 10', 'currentNiceGuy is equal to niceGuys currentNiceGuyIdx addr2', 'currentNiceGuyIdx increments of 1', 'If investor is less then 9', 'persons length increments of 1', 'persons idx addr is equal to msg sender', 'investor increments of 1', 'If investor corresponds to 11', 'investor is equal to 0', 'If idx is different from 0', 'While this balance is greater then 10 ether', 'payoutIdx increments of 1']",1
TreasureChest,"['TreasureChest', 'onlyowner', 'investors', 'investors_needed_until_jackpot', 'totalplayers', 'fees', 'balance', 'totaldeposited', 'totalpaidout', 'owner', 'amount', 'tot_pl', 'payout', 'nr', 'InvestorArray', 'InvestorArray has etherAddress', 'InvestorArray has amount', 'TreasureChest', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 50 finney', 'totalplayers is equal to tot_pl plus 1', 'investors_needed_until_jackpot is equal to 30 minus ', 'investors length increments of 1', 'investors tot_pl etherAddress is equal to msg sender', 'investors tot_pl amount is equal to amount', 'fees is equal to amount divided by 15', 'balance increments of amount', 'totaldeposited increments of amount', 'If fees is different from 0', 'If balance is greater then fees', 'balance decreases of fees', 'totalpaidout increments of fees', 'While balance is greater then investors nr amount multiplied by 6 divided by 100 Invalid symbol ', 'If nr Invalid symbol 30 corresponds to 0 Invalid symbol ', 'payout is equal to investors nr amount multiplied by 18 divided by 100', 'balance decreases of investors nr amount multiplied by 18 divided by 100', 'totalpaidout increments of investors nr amount multiplied by 18 divided by 100', 'payout is equal to investors nr amount multiplied by 6 divided by 100', 'balance decreases of investors nr amount multiplied by 6 divided by 100', 'totalpaidout increments of investors nr amount multiplied by 6 divided by 100', 'nr increments of 1', 'owner is equal to new_owner']",1
TimeGame3,"['timegame', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'TWELEVE_HOURS', 'regeneration', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'timegame', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'regeneration is equal to block timestamp', 'If regeneration plus TWELEVE_HOURS is less then block timestamp', 'If msg value is less then 1 ether', 'If msg value is greater then 50 ether', 'amount is equal to 50 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'regeneration is equal to block timestamp', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 200', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']",1
NanoPyramid1,"['NanoPyramid', 'onlyowner', 'pyramidMultiplier', 'minAmount', 'maxAmount', 'fee', 'collectedFees', 'minFeePayout', 'owner', 'participants', 'payoutOrder', 'balance', 'amount', 'amountToRefund', 'payoutToSend', 'payout', 'idx', 'Participant', 'Participant has etherAddress', 'Participant has payout', 'NanoPyramid', '', 'enter', 'totalParticipants', 'awaitingParticipants', 'outstandingBalance', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then minAmount', 'collectedFees increments of msg value', 'If msg value is greater then maxAmount', 'If amountToRefund is greater or equal to minAmount', 'If ', 'amount is equal to maxAmount', 'amount is equal to msg value', 'balance increments of  divided by 100', 'collectedFees increments of  divided by 100', 'While balance is greater then participants payoutOrder payout', 'balance decreases of payoutToSend', 'payoutOrder increments of 1', 'If collectedFees is greater or equal to minFeePayout', 'If ', '', 'collectedFees is equal to 0', 'collectedFees is equal to 0', 'count is equal to participants length', 'count is equal to participants length minus payoutOrder', 'idx is equal to payoutOrder', None, 'idx is less then participants length', 'payout increments of participants idx payout', 'amount is equal to payout minus balance', 'owner is equal to _owner']",1
Test,"['test', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'test', '', 'enter', 'kill', 'setOwner', 'owner is equal to msg sender', 'If msg value Invalid symbol 2 is different from 0', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount multiplied by 2', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'If msg sender corresponds to owner', 'owner is equal to _owner']",1
The10ETHPyramid1,"['The10ETHPyramid', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'The10ETHPyramid', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 1 ether', 'If msg value is greater then 1 ether', 'amount is equal to 1 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 150', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']",1
FiveTimes,"['fivetimes', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'fivetimes', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 1 divided by 100 ether', 'If msg value is greater then 999 ether', 'amount is equal to 999 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 500', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']",1
SmartRevshare1,"['Managed', 'OfficialWebsite', 'SmartRevshare', 'OfficialWebsite inherits from Managed', 'SmartRevshare inherits from OfficialWebsite', 'onlyManager', 'manager', 'Invest', 'Payout', 'currentManager', 'officialWebsite', 'investors', 'payoutIdx', 'currentManager', 'balanc', 'payoutValue', 'currDay', 'idx', 'Investor', 'Investor has addr', 'Investor has value', 'Investor has lastDay', 'Investor has leftPayDays', 'Managed', '', 'setOfficialWebsite', '', 'SmartRevshare', 'found', '', 'invest', 'payout', 'testingContract', 'getDay', 'calculateROI', 'currentManager is equal to msg sender', 'officialWebsite is equal to url', 'currentManager is equal to msg sender', 'balanc increments of msg value', 'balanc increments of msg value', 'If msg value is less then 1 finney Invalid symbol ', None, 'idx is less then investors length', 'payoutValue is equal to investors idx value divided by 100', 'If balanc is less then payoutValue', 'If investors idx lastDay is greater or equal to currDay', 'If investors idx leftPayDays is less or equal to 0', 'payoutIdx is equal to idx', 'investors idx lastDay is equal to currDay', 'investors idx leftPayDays decreases of 1', 'balanc decreases of payoutValue', 'If msg value corresponds to 1 finney', 'If msg value corresponds to 2 finney', 'If msg value corresponds to 3 finney']",1
DoubleYour5,"['doubleyour5', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'doubleyour5', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 1 divided by 100 ether', 'If msg value is greater then 5 ether', 'amount is equal to 5 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 200', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']",1
CopyPaste,"['copypaste', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'copypaste', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 1 divided by 100 ether', 'If msg value is greater then 10 ether', 'amount is equal to 10 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 10', 'collectedFees is equal to 0', 'balance increments of amount minus amount divided by 10', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 125', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']",1
Highlander,"['Highlander', 'onlyowner', 'contestant', 'PreviousTime', 'CurrentTime', 'active', 'Current_balance', 'owner', 'idx', 'Contestant', 'Contestant has etherAddress', 'Highlander', '', 'enter', 'kill', 'setOwner', 'CT', 'PT', 'bal', 'owner is equal to msg sender', 'If msg value is different from 5 ether', 'contestant length increments of 1', 'contestant idx etherAddress is equal to msg sender', 'Current_balance is equal to this balance', 'CurrentTime is equal to now', 'If idx corresponds to 0', 'PreviousTime is equal to now', 'If CurrentTime minus PreviousTime is greater then 1 days', 'PreviousTime is equal to CurrentTime', 'PreviousTime is equal to CurrentTime', 'Current_balance is equal to this balance', 'If msg sender corresponds to owner Invalid symbol ', 'active is equal to 0', 'owner is equal to _owner', 'CurrTime is equal to CurrentTime', 'PrevTime is equal to PreviousTime', 'WebBal is equal to Current_balance']",1
ResetPonzi1,"['ResetPonzi', 'persons', 'niceGuys', 'payoutIdx', 'currentNiceGuyIdx', 'investor', 'currentNiceGuy', 'beta', 'idx', 'ngidx', 'Person', 'NiceGuy', 'Person has addr', 'NiceGuy has addr2', 'ResetPonzi', '', 'currentNiceGuy is equal to msg sender', 'If msg value is different from 9 ether', 'If investor is less then 8', 'persons length increments of 1', 'persons idx addr is equal to msg sender', 'If investor is greater then 7', 'niceGuys length increments of 1', 'niceGuys ngidx addr2 is equal to msg sender', 'If investor is greater then 8', 'currentNiceGuy is equal to niceGuys currentNiceGuyIdx addr2', 'currentNiceGuyIdx increments of 1', 'If investor is less then 9', 'investor increments of 1', 'investor is equal to 0', 'While this balance is greater or equal to 10 ether', 'payoutIdx increments of 1']",1
ResetPonzi3,"['ResetPonzi', 'persons', 'niceGuys', 'payoutIdx', 'currentNiceGuyIdx', 'investor', 'currentNiceGuy', 'beta', 'ngidx', 'idx', 'Person', 'NiceGuy', 'Person has addr', 'NiceGuy has addr2', 'ResetPonzi', '', 'funnel', 'currentNiceGuy is equal to msg sender', 'beta is equal to msg sender', 'If msg value is different from 9 ether', 'If investor is greater then 8', 'niceGuys length increments of 1', 'niceGuys ngidx addr2 is equal to msg sender', 'If investor corresponds to 10', 'currentNiceGuy is equal to niceGuys currentNiceGuyIdx addr2', 'currentNiceGuyIdx increments of 1', 'If investor is less then 9', 'persons length increments of 1', 'persons idx addr is equal to msg sender', 'investor increments of 1', 'If investor corresponds to 11', 'investor is equal to 0', 'While this balance is greater or equal to 10 ether', 'payoutIdx increments of 1']",1
Tanya2,"['Tanya', 'onlyowner', 'participants', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'fee', 'idx', 'txAmount', 'Participant', 'Participant has etherAddress', 'Participant has amount', 'Tanya', '', 'enter', 'collectFees', 'setOwner', 'owner is equal to msg sender', 'collectedFees increments of fee', 'participants idx etherAddress is equal to msg sender', 'participants idx amount is equal to msg value minus fee', 'balance increments of msg value minus fee', 'If balance is greater or equal to txAmount', 'If ', 'balance decreases of txAmount', 'If collectedFees corresponds to 0', 'If ', 'collectedFees is equal to 0', 'owner is equal to _owner']",1
x15v1,"['x15', 'onlyowner', 'crazyearners', 'deposits_until_jackpot', 'totalearners', 'feerate', 'profitrate', 'jackpotrate', 'alpha', 'feeamount', 'balance', 'totaldeposited', 'totalmoneyearned', 'kappa', 'calculator', 'beta', 'amount', 'tot_pl', 'payout', 'nr', 'earnerarray', 'earnerarray has etherAddress', 'earnerarray has amount', 'x15', '', 'enter', 'kappa is equal to msg sender', 'If msg value is less then 30 ether', 'totalearners is equal to tot_pl plus 1', 'deposits_until_jackpot is equal to 20 minus ', 'crazyearners length increments of 1', 'crazyearners tot_pl etherAddress is equal to msg sender', 'crazyearners tot_pl amount is equal to amount', 'feeamount is equal to amount multiplied by alpha divided by 100', 'balance increments of amount', 'totaldeposited increments of amount', 'If feeamount is different from 0', 'If balance is greater then feeamount', 'balance decreases of feeamount', 'totalmoneyearned increments of feeamount', 'If alpha is less then 100', 'alpha increments of 30', 'beta is equal to alpha plus crazyearners tot_pl amount', 'calculator is equal to alpha plus beta divided by 2', 'alpha is equal to 100', 'While balance is greater then crazyearners nr amount multiplied by 500 divided by 100 Invalid symbol ', 'If  Invalid symbol balance is greater then crazyearners nr amount multiplied by 1500 divided by 100', 'payout is equal to crazyearners nr amount multiplied by 1500 divided by 100', 'balance decreases of crazyearners nr amount multiplied by 1500 divided by 100', 'totalmoneyearned increments of crazyearners nr amount multiplied by 1500 divided by 100', 'payout is equal to crazyearners nr amount multiplied by 500 divided by 100', 'balance decreases of crazyearners nr amount multiplied by 500 divided by 100', 'totalmoneyearned increments of crazyearners nr amount multiplied by 500 divided by 100', 'nr increments of 1']",1
NiceGuyTax3,"['NiceGuyTax', 'investors', 'niceGuys', 'payoutIndex', 'currentNiceGuyIndex', 'investorIndex', 'currentNiceGuy', 'index', 'niceGuyIndex', 'Investor', 'NiceGuy', 'Investor has addr', 'NiceGuy has addr', 'NiceGuyTax', '', 'currentNiceGuy is equal to msg sender', 'If msg value is different from 9 ether', 'If investorIndex is less then 8', 'investors length increments of 1', 'investors index addr is equal to msg sender', 'If investorIndex is greater then 7', 'niceGuys length increments of 1', 'niceGuys niceGuyIndex addr is equal to msg sender', 'If investorIndex is greater then 8', 'currentNiceGuy is equal to niceGuys currentNiceGuyIndex addr', 'currentNiceGuyIndex increments of 1', 'If investorIndex is less then 9', 'investorIndex increments of 1', 'investorIndex is equal to 0', 'While this balance is greater then 9 ether', 'payoutIndex increments of 1']",1
SwarmRedistribution5,"['RES', 'SwarmRedistribution', 'SwarmRedistribution inherits from RES', 'onlyJohan', 'Transfer', 'Bought', 'Sold', 'Swarm', 'name', 'symbol', 'decimals', 'totalSupply', 'balanceOf', 'JohanNygren', 'dividendPathways', 'totalBasicIncome', 'taxRate', 'swarmTree', 'inSwarmTree', 'JohanInSwarm', 'taxCollected', 'sentAmount', 'i', 'timeStamp', 'node', 'share', 'i', 'node', 'parent', 'index', 'isJohan', 'JohanWasInSwarm', 'i', 'dividendPathway', 'Node', 'dividendPathway has from', 'dividendPathway has amount', 'dividendPathway has timeStamp', 'Node has node', 'Node has parent', 'Node has index', 'RES', 'buy', 'SwarmRedistribution', 'changeJohanNygrensAddress', 'sell', 'transfer', 'swarmRedistribution', 'iterateThroughSwarm', 'doSwarm', 'removeDividendPathway', 'name is equal to RES', 'symbol is equal to RES', 'decimals is equal to 18', ' is equal to msg value', 'totalSupply increments of msg value', 'taxRate is equal to 20', 'JohanNygren is equal to 0x948176CB42B65d835Ee4324914B104B66fB93B52', 'JohanNygren is equal to _newAddress', 'If  is less then _value', ' decreases of _value', 'totalSupply decreases of _value', 'If _to corresponds to msg sender', 'If  is less then _value', 'If  plus _value is less then ', 'If swarmRedistribution corresponds to True', 'sentAmount is equal to _value', 'sentAmount is equal to _value minus taxCollected', ' decreases of sentAmount', ' increments of _value minus taxCollected', 'If swarmTree length is different from 0', 'If dividendPathways _node length is different from 0', None, 'i is less then dividendPathways _node length', 'If  corresponds to False', 'If timeStamp is less or equal to _timeStamp', 'If dividendPathways _node i from corresponds to JohanNygren', 'JohanInSwarm is equal to True', '', 'share is equal to _taxCollected', 'share is equal to 0', None, 'i is less then swarmTree length', 'If node corresponds to JohanNygren', 'isJohan is equal to True', '', ' increments of share', ' increments of share', 'If dividendPathways parent index amount minus _taxCollected is greater then 0', 'dividendPathways parent index amount decreases of _taxCollected', '', 'If not JohanWasInSwarm', None, 'i is less then dividendPathways node length minus 1', ' is equal to ']",1
WealthRedistributionProject,"['WealthRedistributionProject', 'benefactor', 'balance', 'totalBalance', 'transactionAmount', 'k', 'total_inv', 'BenefactorArray', 'BenefactorArray has etherAddress', 'BenefactorArray has amount', '', 'enter', 'If msg value is different from 1 ether', 'benefactor length increments of 1', 'benefactor total_inv etherAddress is equal to msg sender', 'benefactor total_inv amount is equal to msg value', 'balance increments of msg value', 'While k is less then total_inv', 'transactionAmount is equal to msg value multiplied by benefactor k amount divided by totalBalance', 'balance decreases of transactionAmount', 'k increments of 1', 'totalBalance increments of msg value']",1
TheUltimatePyramid,"['theultimatepyramid', 'onlyowner', 'persons', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Person', 'Person has etherAddress', 'Person has amount', 'theultimatepyramid', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 80 divided by 100 ether', 'If msg value is greater then 40 ether', 'amount is equal to 10 ether', 'amount is equal to msg value', 'persons length increments of 1', 'persons idx etherAddress is equal to msg sender', 'persons idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of 0', 'collectedFees is equal to 0', 'balance increments of amount', 'balance increments of amount', 'While balance is greater then persons payoutIdx amount divided by 100 multiplied by 180', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'owner is equal to _owner']",1
Etheramid1,"['Etheramid1', 'Etheramid2', 'Tree', 'Index', 'Count', 'top', 'contribution', 'eth1', 'oldUserCount', 'inviter', 'itself', 'totalPayout', 'ida', 'amount', 'next', 'rest', 'level', 'toSend', 'Participant', 'Participant has inviter', 'Participant has itself', 'Participant has totalPayout', 'getParticipantById', 'getParticipantCount', 'Etheramid2', '', 'moveOldUser', 'getParticipantById', 'getParticipantByAddress', 'addParticipant', 'getParticipantCount', 'enter', 'top is equal to ', ' is equal to eth1 getParticipantById', 'If  Invalid symbol ', 'If id is greater or equal to Count', 'inviter is equal to Tree ida inviter', 'itself is equal to Tree ida itself', 'totalPayout is equal to Tree ida totalPayout', 'If Tree adr itself corresponds to 0x0', 'inviter is equal to Tree adr inviter', 'itself is equal to Tree adr itself', 'totalPayout is equal to Tree adr totalPayout', ' is equal to itself', ' is equal to Participant', 'Count increments of 1', 'count is equal to Count', 'If  Invalid symbol  Invalid symbol ', 'While  Invalid symbol ', 'Tree next totalPayout increments of toSend', 'rest decreases of toSend', 'next is equal to Tree next inviter', 'Tree next totalPayout increments of rest']",1
Kardashian,"['Kardashian', 'onlyowner', 'participants', 'payoutIdx', 'collectedFees', 'balance', 'owner', 'amount', 'idx', 'transactionAmount', 'Participant', 'Participant has etherAddress', 'Participant has amount', 'Kardashian', '', 'enter', 'collectFees', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 10 finney', 'If msg value is greater then 100 ether', 'amount is equal to 100 ether', 'amount is equal to msg value', 'participants length increments of 1', 'participants idx etherAddress is equal to msg sender', 'participants idx amount is equal to amount', 'If idx is different from 0', 'collectedFees increments of amount divided by 20', 'balance increments of amount minus amount divided by 20', 'collectedFees increments of amount', 'While balance is greater then participants payoutIdx amount divided by 100 multiplied by 190', 'balance decreases of transactionAmount', 'payoutIdx increments of 1', 'If collectedFees corresponds to 0', 'collectedFees is equal to 0', 'owner is equal to _owner']",1
PiggyBank2,"['PiggyBank', 'onlyowner', 'investors', 'k', 'fees', 'balance', 'owner', 'amount', 'total_inv', 'transactionAmount', 'InvestorArray', 'InvestorArray has etherAddress', 'InvestorArray has amount', 'PiggyBank', '', 'enter', 'setOwner', 'owner is equal to msg sender', 'If msg value is less then 50 finney', 'investors length increments of 1', 'investors total_inv etherAddress is equal to msg sender', 'investors total_inv amount is equal to amount', 'fees increments of amount divided by 33', 'balance increments of amount', 'If fees is different from 0', 'If balance is greater then fees', 'balance decreases of fees', 'While balance is greater then investors k amount multiplied by 3 divided by 100 Invalid symbol ', 'If k Invalid symbol 25 corresponds to 0 Invalid symbol ', 'transactionAmount is equal to investors k amount multiplied by 9 divided by 100', 'balance decreases of investors k amount multiplied by 9 divided by 100', 'transactionAmount is equal to investors k amount multiplied by 3 divided by 100', 'balance decreases of investors k amount multiplied by 3 divided by 100', 'k increments of 1', 'owner is equal to new_owner']",1
DynamicPyramid3,"['DynamicPyramid', 'onlyowner', 'balance', 'collectedFees', 'feePercent', 'pyramidMultiplier', 'payoutOrder', 'creator', 'participants', '_fee', 'payoutToSend', 'feesToCollect', 'Participant', 'Participant has etherAddress', 'Participant has payout', 'DynamicPyramid', '', 'init', 'addPayout', 'collectAllFees', 'collectFeesInEther', 'collectPercentOfFees', 'changeOwner', 'changeMultiplier', 'changeFeePercentage', 'currentMultiplier', 'currentFeePercentage', 'currentPyramidBalanceApproximately', 'nextPayoutWhenPyramidBalanceTotalsApproximately', 'feesSeperateFromBalanceApproximately', 'totalParticipants', 'numberOfParticipantsWaitingForPayout', 'participantDetails', 'creator is equal to msg sender', 'If msg value is less then 1 ether', 'collectedFees increments of msg value', 'If msg value is greater or equal to 50 ether', '_fee is divided by 2', 'If participants length corresponds to 10', 'pyramidMultiplier is equal to 200', 'balance increments of  divided by 100', 'collectedFees increments of  divided by 100', 'While balance is greater then participants payoutOrder payout', 'balance decreases of participants payoutOrder payout', 'payoutOrder increments of 1', 'If collectedFees corresponds to 0', 'collectedFees is equal to 0', '_amt is multiplied by 1 ether', 'If _amt is greater then collectedFees', 'If collectedFees corresponds to 0', 'collectedFees decreases of _amt', 'If collectedFees corresponds to 0 Invalid symbol ', 'collectedFees decreases of feesToCollect', 'creator is equal to _owner', 'If _mult is greater then 300 Invalid symbol ', 'pyramidMultiplier is equal to _mult', 'If _fee is greater then 10', 'feePercent is equal to _fee', 'multiplier is equal to pyramidMultiplier', 'info is equal to This multiplier applies to you as soon as transaction is received, may be lowered to hasten payouts or increased if payouts are fast enough. Due to no float or decimals, multiplier is x100 for a fractional multiplier e.g. 250 is actually a 2.5x multiplier. Capped at 3x max and 1.2x min.', 'fee is equal to feePercent', 'info is equal to Shown in % form. Fee is halved(50%) for amounts equal or greater than 50 ethers. (Fee may change, but is capped to a maximum of 10%)', 'pyramidBalance is equal to balance divided by 1 ether', 'info is equal to All balance values are measured in Ethers, note that due to no decimal placing, these values show up as integers only, within the contract itself you will get the exact decimal value you are supposed to', 'balancePayout is equal to participants payoutOrder payout divided by 1 ether', 'fees is equal to collectedFees divided by 1 ether', 'count is equal to participants length', 'count is equal to participants length minus payoutOrder', 'If orderInPyramid is less or equal to participants length', 'Address is equal to participants orderInPyramid etherAddress', 'Payout is equal to participants orderInPyramid payout divided by 1 ether']",1
